location,corr_coeff_min,negative_correlation_time_delay,corr_coeff_max,positive_correlation_time_delay,signal_length,column_name
Bangladesh,-0.42115822689263444,530,0.17158959446715488,-517,624,E2_Debt/contract relief
United Kingdom,-0.421086717595029,243,0.07040827982023343,-349,624,H3_Contact tracing
Monaco,-0.42107869072625126,41,0.198749821410302,-357,624,C7_Restrictions on internal movement
Hungary,-0.4209521565210322,416,0.3590430669341035,-8,624,C1_School closing
Vietnam,-0.4208514668469884,548,0.1597782233885078,-1,624,H8_Protection of elderly people
Bolivia,-0.4207997354565711,485,0.1331429442949694,-1,624,C1_School closing
Kuwait,-0.4206053918938751,502,0.14675437238683106,-415,624,C4_Restrictions on gatherings
Egypt,-0.42010671035703756,127,0.375396416984553,-1,624,C3_Cancel public events
Morocco,-0.41946325272221235,243,0.1512921872436628,-457,624,E2_Debt/contract relief
Moldova,-0.41842161629661595,404,0.2420812006541892,-28,624,C3_Cancel public events
United Kingdom,-0.4182887116467804,328,0.12344522409338549,-468,624,C1_School closing
Zimbabwe,-0.41790183264948316,530,0.17922741896936523,-1,624,H6_Facial Coverings
Mexico,-0.4177419182962121,551,0.4152336266172495,-1,624,C5_Close public transport
Norway,-0.41750306334981485,134,0.2206454916781565,-441,624,C1_Flag
Uzbekistan,-0.41746066192512,209,0.41500969891408057,-1,624,C3_Cancel public events
Jamaica,-0.41699848318185906,570,0.29385257515086793,-3,624,C6_Stay at home requirements
South Africa,-0.41698178203345854,531,0.28847515602763674,-9,624,stringency_index
Israel,-0.4169381358988445,364,0.2706479485121808,-1,624,H8_Protection of elderly people
Cape Verde,-0.4165683553396008,446,0.18189892368436147,-462,624,C1_School closing
Thailand,-0.41643491240506325,530,0.16764606211122102,-1,624,C5_Close public transport
Morocco,-0.41635477391023773,558,0.3021156811799293,-1,624,C6_Stay at home requirements
Togo,-0.4162611740200654,12,0.07773591947365449,-581,624,E1_Flag
Georgia,-0.41596806118655266,66,0.29056176997123156,-402,624,C8_International travel controls
Belgium,-0.4158590488446151,279,0.3428765327416089,-1,624,H6_Facial Coverings
Georgia,-0.41559639523480746,551,0.29828689327909774,-1,624,H2_Testing policy
Guyana,-0.4144993396814571,196,0.26492102196020095,-185,624,C7_Flag
Colombia,-0.41445468470674685,205,0.30990414627375806,-1,624,C2_Workplace closing
Iraq,-0.414370619085645,0,0.3182583497386419,-440,624,H8_Protection of elderly people
Panama,-0.41431333848142876,179,0.46744764786962073,-48,624,E1_Flag
Albania,-0.4141109538188923,376,0.31025478706534615,-22,624,H8_Protection of elderly people
Vietnam,-0.4132745878764266,339,0.09901786370054307,-210,624,C5_Flag
Philippines,-0.41297514791825796,576,0.6021941717692451,-1,624,H2_Testing policy
Eswatini,-0.4129468728002453,551,0.07272130985511384,-4,624,C1_School closing
Cape Verde,-0.4128205424568136,23,0.11976375547826765,-381,624,C5_Flag
Turkey,-0.4128033198057711,417,0.2960758506772408,-18,624,stringency_index
Philippines,-0.41278362086203213,549,0.2058309304240744,-1,624,C7_Restrictions on internal movement
Georgia,-0.41276598850000834,551,0.40256055454494044,-1,624,C4_Restrictions on gatherings
Bahrain,-0.41251789419787077,125,0.41990648995144775,-16,624,C7_Restrictions on internal movement
Turkey,-0.4124923413538151,42,0.056451497751752296,-427,624,C1_Flag
Ukraine,-0.4124919106270696,283,0.5833847257162558,-4,624,C2_Workplace closing
Hungary,-0.41244932036058096,416,0.46456039895393697,-12,624,C3_Cancel public events
Moldova,-0.4123203665149445,399,0.3621075269851527,-18,624,C2_Workplace closing
Russia,-0.4120392622012528,315,0.10521369773530678,-476,624,stringency_index
Bulgaria,-0.4119897853634627,291,0.46026753752838373,-1,624,H6_Facial Coverings
Croatia,-0.4114303912008967,280,0.43841542210076956,-12,624,C4_Restrictions on gatherings
Guatemala,-0.4113693971614997,147,0.2873615710848835,-1,624,C7_Flag
Bangladesh,-0.4112762843529356,274,0.2186511765615191,-9,624,C4_Flag
Azerbaijan,-0.41087163652327624,303,0.33303331839699885,-1,624,H2_Testing policy
Mongolia,-0.41086610729998374,309,0.10035706540603621,-1,624,C6_Stay at home requirements
Bulgaria,-0.4108097666189848,403,0.2511357205320628,-1,624,E1_Income support
Croatia,-0.4107075453122703,295,0.09112884061631694,-338,624,E2_Debt/contract relief
Bahrain,-0.41069469956940186,453,0.3948771823288278,-1,624,E2_Debt/contract relief
United Kingdom,-0.4104320817642429,545,0.10487623794846788,-522,624,C3_Cancel public events
Cape Verde,-0.4103715307444667,241,0.41298528688562014,-117,624,C4_Flag
Dominican Republic,-0.4101126443144196,341,0.5290883136365443,-1,624,H8_Protection of elderly people
Jamaica,-0.40988280267279564,397,0.23306025312605902,-3,624,C4_Restrictions on gatherings
Pakistan,-0.40983072511082785,145,0.21840186286311133,-325,624,C5_Close public transport
Kuwait,-0.40982767640525597,423,0.5672680425423304,-1,624,H2_Testing policy
Mexico,-0.4097208561085272,551,0.3314932458059541,-1,624,C1_School closing
Greece,-0.40957177212877716,550,0.4556353354481866,-1,624,E1_Income support
United Kingdom,-0.4095178814420474,543,0.19641844763550842,-16,624,stringency_index
Georgia,-0.4092561082000442,267,0.20374766728063687,-180,624,C7_Flag
Netherlands,-0.4092428387527933,247,0.7577542864247407,-5,624,E1_Flag
Morocco,-0.40913524176004945,285,0.11306653638947027,-420,624,C1_School closing
Bangladesh,-0.4089777017075142,142,0.3912868096333559,-22,624,C5_Flag
Cyprus,-0.4089278139096907,539,0.3070589072279719,-1,624,H2_Testing policy
Dominican Republic,-0.4087981686516647,343,0.4423585535173233,-1,624,H3_Contact tracing
Moldova,-0.40864617043887974,396,0.12044850109614484,-552,624,C7_Restrictions on internal movement
Russia,-0.40836712666559627,185,0.5837699381194382,-199,624,C1_Flag
Turkey,-0.4081923483648906,329,0.3809319020896408,-1,624,H6_Facial Coverings
Nigeria,-0.4081615317339249,264,0.10065530973507424,-116,624,H6_Flag
Greece,-0.4078764927046643,162,0.18315535150179987,-235,624,C2_Flag
Namibia,-0.4076028108281454,476,0.27214892046681577,-1,624,H8_Flag
Iran,-0.40742242323528494,553,0.1827485794625676,-547,624,C5_Close public transport
Norway,-0.40740962927856794,259,0.21365519524457452,-155,624,C4_Flag
Bosnia and Herzegovina,-0.40690936654652277,209,0.2426604372490697,-80,624,C7_Flag
Liechtenstein,-0.4069036179346658,98,0.30740471324909135,-12,624,C6_Stay at home requirements
Poland,-0.4067155572434432,418,0.4909987278100189,-10,624,stringency_index
Iran,-0.40667533767080744,66,0.2202981278538722,-284,624,C2_Flag
Uruguay,-0.40662081894872065,193,0.42750281253309863,-6,624,C5_Close public transport
Mauritania,-0.40637418129003244,544,0.3759229597615999,-1,624,H6_Facial Coverings
Angola,-0.40621160619276137,486,0.41091030830154585,-1,624,H1_Public information campaigns
Bulgaria,-0.4060604681574986,420,0.21455446646807452,-12,624,stringency_index
Serbia,-0.4060459244711747,306,0.2823541848956336,-1,624,E2_Debt/contract relief
Italy,-0.4054407071220872,295,0.41072841352567396,-9,624,C2_Workplace closing
Oman,-0.40543967204171133,137,0.22428086054165802,-1,624,C1_School closing
France,-0.40542049382180473,293,0.42091212297897745,-1,624,H2_Testing policy
Philippines,-0.40537085271560397,5,0.19654619042316654,-419,624,E1_Income support
Luxembourg,-0.4051801294987943,285,0.2697420635358696,-4,624,C4_Restrictions on gatherings
Cape Verde,-0.40513419845338045,96,0.26680148824775446,-272,624,C1_Flag
Poland,-0.40413197148850827,415,0.5096628125764145,-4,624,C1_School closing
Luxembourg,-0.4034970078635582,288,0.24862159249875435,-4,624,stringency_index
Netherlands,-0.40346543825652625,342,0.41484378199098937,-38,624,H2_Testing policy
Kuwait,-0.4034371161712649,495,0.367491227229876,-1,624,C2_Workplace closing
United States,-0.40338034640211134,53,0.38713191373274075,-113,624,C7_Flag
Iraq,-0.40284696254370894,198,0.2946926772559568,-264,624,C4_Restrictions on gatherings
India,-0.402449367680119,454,0.24477555750381652,-39,624,C5_Close public transport
Suriname,-0.4023485886357744,474,0.3587528876290881,-1,624,C7_Flag
Greece,-0.4023245481607135,460,0.4810491747970725,-1,624,H3_Contact tracing
Greece,-0.40219285056291043,551,0.33978026351962204,-1,624,stringency_index
Germany,-0.4021106923560877,307,0.42486449511583274,-8,624,stringency_index
San Marino,-0.4020235507915927,113,0.48778571018752476,-23,624,C6_Stay at home requirements
Russia,-0.40188505213318837,288,0.47546797586178396,-85,624,E1_Income support
Guatemala,-0.40183957721500363,0,0.19246572635274378,-223,624,E1_Flag
Morocco,-0.40182294379462824,558,0.09355010726491145,-539,624,H8_Protection of elderly people
Brazil,-0.40176231937161977,460,0.4902652039821887,-1,624,H8_Protection of elderly people
Bhutan,-0.40173352079700964,480,0.061110933981409384,-400,624,C7_Restrictions on internal movement
Eswatini,-0.40165901582294466,551,0.2808132540358969,-1,624,C6_Stay at home requirements
Nepal,-0.4015481356299845,479,0.3146690264471449,-4,624,stringency_index
Italy,-0.4013843635649485,141,0.5268881340489981,-10,624,C7_Restrictions on internal movement
Laos,-0.4013663791941517,163,0.2119554057320663,-1,624,C2_Workplace closing
Albania,-0.40088801289855086,373,0.42526913177544035,-179,624,H2_Testing policy
San Marino,-0.4008367484286366,148,0.4366066514036784,-10,624,C4_Restrictions on gatherings
Venezuela,-0.400762243335708,450,0.46002701169289256,-1,624,stringency_index
Germany,-0.4005871477664861,433,0.17938382951517354,-1,624,H8_Protection of elderly people
Poland,-0.400583742177922,412,0.4697455259003855,-17,624,C2_Workplace closing
Bosnia and Herzegovina,-0.40052824022423733,417,0.044163602650246714,-501,624,stringency_index
Chile,-0.40033741050429505,0,0.3634628624315949,-459,624,H8_Flag
Colombia,-0.40031925092317877,490,0.14425456231158607,-418,624,H8_Protection of elderly people
Bahamas,-0.4001232917237134,28,0.14790166141298053,-531,624,H8_Flag
Czechia,-0.39992269741392156,237,0.16325216654192054,-152,624,C4_Flag
Israel,-0.3997521964193295,59,0.19103721034562665,-417,624,C6_Flag
Dominican Republic,-0.39968689203847574,339,0.4665136311015421,-1,624,C3_Cancel public events
Ukraine,-0.3995964113301172,274,0.28118253212892214,-147,624,C4_Restrictions on gatherings
Mexico,-0.39958346979349235,551,0.43325157273404796,-1,624,H2_Testing policy
Greece,-0.3995275473007612,554,0.21829034828741659,-1,624,C1_Flag
Italy,-0.3992608897375155,287,0.5194682048209772,-1,624,C4_Restrictions on gatherings
South Africa,-0.39909060138326835,515,0.247759342845074,-34,624,E1_Income support
Bulgaria,-0.3990283655792916,403,0.10013585117526871,-8,624,E2_Debt/contract relief
Venezuela,-0.3989389626781821,469,0.4188348570228915,-1,624,E2_Debt/contract relief
Vietnam,-0.3983676006933295,548,0.3474977350680573,-1,624,C5_Close public transport
Panama,-0.39800089099035885,99,0.4444438146142629,-169,624,C7_Flag
Bhutan,-0.3977880395893994,480,0.3590941369631505,-1,624,C2_Workplace closing
Suriname,-0.3977618227168855,200,0.24070795821254623,-1,624,C7_Restrictions on internal movement
San Marino,-0.3976775109501859,130,0.41024163300784994,-12,624,stringency_index
Czechia,-0.39734164916958026,386,0.2433648939606812,-179,624,E2_Debt/contract relief
Guatemala,-0.39706980455444096,547,0.13592386761993694,-276,624,C2_Workplace closing
Iran,-0.3969637309549738,549,0.15950666355704918,-280,624,E2_Debt/contract relief
Monaco,-0.3969560153000127,0,0.20837415730012301,-330,624,C5_Close public transport
Poland,-0.3969186113953051,402,0.3673641455433873,-151,624,E2_Debt/contract relief
Guatemala,-0.39677184643974267,262,0.20965939493581964,-262,624,C8_International travel controls
Egypt,-0.39668225961076115,127,0.3302011335386472,-316,624,H8_Protection of elderly people
Australia,-0.39662101297202856,565,0.13292332226171674,-1,624,C5_Close public transport
Azerbaijan,-0.3965319263791962,292,0.11430971324380727,-1,624,C4_Restrictions on gatherings
Israel,-0.3963873071153622,318,0.2867737349556788,-1,624,E1_Income support
Saudi Arabia,-0.3963718132971329,155,0.2532119588261467,-1,624,H8_Protection of elderly people
Hungary,-0.39626007632108673,165,0.5040887516487349,-19,624,H8_Protection of elderly people
Laos,-0.39603719024874323,213,0.15960012979320368,-1,624,C3_Cancel public events
Kazakhstan,-0.39582214624375084,94,0.11843111882650434,-294,624,H4_Emergency investment in healthcare
Tunisia,-0.3956897783780051,311,0.17440903857676027,-46,624,C6_Flag
Australia,-0.3956713066905911,142,0.08972424415197776,-127,624,E2_Debt/contract relief
Bhutan,-0.3955475381875031,452,0.23189557751582088,-1,624,H8_Protection of elderly people
Mongolia,-0.39550266624211217,307,0.051789578100301735,-494,624,stringency_index
Portugal,-0.3953718173422451,341,0.3648624969742935,-1,624,C4_Flag
Mauritania,-0.3953510500958646,314,0.320297476718146,-190,624,C4_Restrictions on gatherings
Cyprus,-0.39522090586743186,291,0.16675725831496963,-37,624,C1_Flag
Germany,-0.39485744017284324,337,0.19587663838339872,-1,624,H1_Public information campaigns
Jamaica,-0.39482121516582563,570,0.2662102747142085,-1,624,C6_Flag
Iraq,-0.3941459231476425,440,0.16783937848269054,-6,624,C3_Flag
Brunei,-0.3939116042549857,584,0.36347846453755295,-1,624,C4_Restrictions on gatherings
Oman,-0.3930752064611327,146,0.2583914222923683,-1,624,stringency_index
Bhutan,-0.3928655369196937,480,0.19356116931878228,-21,624,C4_Restrictions on gatherings
Netherlands,-0.3927170755927974,292,0.36899163598382956,-1,624,E1_Income support
Jamaica,-0.39248773598175446,233,0.25928275389555544,-159,624,C8_International travel controls
Japan,-0.39230573512197053,471,0.054692974366432265,-1,624,C1_Flag
Germany,-0.39224254150349996,307,0.20488266131866323,-1,624,C8_International travel controls
Eswatini,-0.3920993198855792,551,0.02613079233883448,-276,624,C2_Workplace closing
Peru,-0.3920588572220452,5,0.23144114828096168,-426,624,C6_Flag
Russia,-0.39205573446552977,320,0.24880386347914532,-1,624,C3_Cancel public events
Dominican Republic,-0.3919262931110721,350,0.4356322200875081,-1,624,H1_Public information campaigns
Vietnam,-0.39182504708682403,211,0.24450477082005082,-1,624,C1_Flag
Algeria,-0.3918045111714763,529,0.12755113249380418,-503,624,C2_Workplace closing
Japan,-0.39164227646267913,424,0.23894772137807874,-1,624,C3_Flag
China,-0.3910346878531018,23,0.10865653393195449,-92,624,C1_School closing
Andorra,-0.39101874087582317,270,0.22008605345182605,-1,624,E1_Income support
Tunisia,-0.3908449750568116,341,0.4667909298168284,-2,624,C6_Stay at home requirements
Andorra,-0.3903675171742541,277,0.36787622540008,-1,624,C4_Restrictions on gatherings
Fiji,-0.39026273607566414,538,0.4345053445301015,-1,624,C1_School closing
Canada,-0.39013894967018536,168,0.12652569226240293,-339,624,C4_Flag
Serbia,-0.3894655534121532,151,0.10868862714252223,-138,624,C8_International travel controls
Slovakia,-0.3894029260827674,142,0.2732267975611441,-9,624,C3_Flag
Cape Verde,-0.38902270697118246,419,0.3511974390226337,-5,624,H2_Testing policy
Malaysia,-0.3889616105830103,285,0.38707835766880416,-1,624,C6_Flag
Venezuela,-0.38883835682104784,500,0.40123649267228934,-1,624,C1_School closing
India,-0.3887039635742845,281,0.2686146166062841,-137,624,H3_Contact tracing
Indonesia,-0.38862567032654344,216,0.1565808556887345,-280,624,C8_International travel controls
Russia,-0.38783413860230487,45,0.42197227600744347,-257,624,C7_Restrictions on internal movement
Togo,-0.3872766759992688,558,0.12760030578790757,-1,624,stringency_index
Bhutan,-0.3871167650279283,481,0.12668586131244636,-1,624,stringency_index
Ireland,-0.38710471093482224,353,0.24912403522508675,-3,624,E2_Debt/contract relief
Morocco,-0.3867120729885022,396,0.34408499285050986,-163,624,H8_Flag
Zimbabwe,-0.38668575559980234,522,0.2198781600316176,-4,624,C2_Workplace closing
United Kingdom,-0.38645930067716483,0,0.15473455932758592,-432,624,C2_Flag
Cyprus,-0.38642318014421395,323,0.2935014440961306,-35,624,C2_Flag
Bosnia and Herzegovina,-0.38614531665177243,283,0.3545985265792145,-142,624,H2_Testing policy
San Marino,-0.3860217845031233,117,0.4254645145220171,-12,624,C7_Restrictions on internal movement
Morocco,-0.38588812474884926,396,0.34519570630135515,-163,624,C6_Flag
Thailand,-0.3855763658161323,110,0.1470682765912475,-356,624,C2_Flag
Myanmar,-0.3854036355669265,539,0.09320897031077052,-547,624,C8_International travel controls
Israel,-0.3852408652027533,362,0.16162995175796763,-425,624,C6_Stay at home requirements
Cyprus,-0.3851454372150118,537,0.3448561533668686,-1,624,C4_Restrictions on gatherings
Mongolia,-0.3851130993139029,158,0.241493486272773,-1,624,C4_Flag
Brazil,-0.38437645113473035,466,0.4762065390592714,-1,624,C7_Restrictions on internal movement
Lebanon,-0.38420373035554967,372,0.48611549616289335,-10,624,C6_Stay at home requirements
Tunisia,-0.38418869720005705,346,0.41004918967835835,-3,624,C4_Restrictions on gatherings
Austria,-0.38415381692210115,37,0.27468895600135185,-405,624,C1_Flag
Andorra,-0.384133862224165,277,0.1902016129707764,-1,624,H8_Protection of elderly people
Cuba,-0.3839979295228701,530,0.26006970271416124,-1,624,H8_Protection of elderly people
Liechtenstein,-0.38363732523031313,302,0.02337310372434367,-339,624,C1_School closing
Cuba,-0.3834223964465957,204,0.18376236177130836,-170,624,C2_Flag
Croatia,-0.3833561712879284,266,0.39018448966459335,-1,624,H2_Testing policy
Czechia,-0.38324238914564474,286,0.22519268316082286,-1,624,C8_International travel controls
Bosnia and Herzegovina,-0.38313736730935927,414,0.24569074743709599,-1,624,C4_Flag
Brazil,-0.3830172037749615,433,0.46719181538453475,-1,624,C4_Restrictions on gatherings
Italy,-0.38296514553871075,297,0.31327270452504075,-1,624,C4_Flag
Kuwait,-0.38279630695446626,504,0.21407568091392787,-1,624,C8_International travel controls
France,-0.38266796434546085,18,0.2115091898772288,-40,624,C2_Flag
Mauritius,-0.38259022183150887,550,0.07056750864473642,-1,624,H1_Public information campaigns
Myanmar,-0.3822741389253605,247,0.23461011246272895,-1,624,C4_Restrictions on gatherings
Nepal,-0.38211255248572296,475,0.28312278889328574,-24,624,C4_Restrictions on gatherings
Vietnam,-0.3819417380431621,119,0.11226174305083222,-225,624,C4_Flag
Togo,-0.38145622932663503,383,0.3735795287306566,-1,624,E2_Debt/contract relief
Ukraine,-0.3813066381303884,261,0.6169084320819933,-1,624,H2_Testing policy
Guyana,-0.38118805581086007,461,0.4859195718513041,-1,624,H6_Facial Coverings
Egypt,-0.3811729190911108,431,0.4639615489483943,-1,624,E1_Income support
Mongolia,-0.3808639690574009,458,0.5688495173542003,-1,624,H2_Testing policy
Denmark,-0.38085463847333273,306,0.3305220856016604,-148,624,C1_School closing
Slovakia,-0.38067354944177195,391,0.0199891652942314,-345,624,C8_International travel controls
Uzbekistan,-0.3805582837205443,0,0.2612207901751068,-471,624,H3_Contact tracing
Angola,-0.3803910165110925,283,0.27974959227799534,-82,624,C6_Flag
Albania,-0.380365638526936,90,0.2624721110827836,-35,624,C8_International travel controls
Netherlands,-0.3803433949143097,125,0.20639896397926955,-48,624,H6_Flag
Moldova,-0.3801848984670431,390,0.09600575883593622,-422,624,C5_Flag
Ireland,-0.37988227565870225,362,0.2660037246359045,-13,624,stringency_index
Netherlands,-0.37968179376678024,295,0.35914074644480604,-1,624,C8_International travel controls
Mexico,-0.3795585370949982,551,0.35361763859706163,-1,624,stringency_index
Oman,-0.37933623207553147,133,0.22872702561202574,-310,624,C5_Close public transport
United Kingdom,-0.3792705117335511,29,0.38900777437685435,-162,624,H8_Flag
Bulgaria,-0.3792346690244167,420,0.3184498681188756,-15,624,C3_Cancel public events
Dominican Republic,-0.3790650793236392,341,0.35803499646381504,-1,624,C4_Restrictions on gatherings
Slovenia,-0.37898714750936535,300,0.5078754568528895,-1,624,C4_Restrictions on gatherings
Uzbekistan,-0.37878912201527054,246,0.37324794718404986,-356,624,C7_Restrictions on internal movement
Czechia,-0.3787829145308264,368,0.5821379494567075,-1,624,H6_Facial Coverings
Austria,-0.3787308076142598,274,0.4842841293302807,-15,624,C1_School closing
San Marino,-0.3786728794807822,405,0.42790388500498505,-17,624,C3_Cancel public events
Austria,-0.378667762558244,284,0.5379957862505906,-11,624,stringency_index
Bosnia and Herzegovina,-0.3785521291366236,286,0.2593113138887368,-1,624,H1_Public information campaigns
Belgium,-0.37854802744940913,68,0.1502375690000739,-351,624,C7_Flag
Moldova,-0.3783660722876674,310,0.3234687784141779,-171,624,H2_Testing policy
Mexico,-0.3783388902288148,551,0.4610008874641369,-1,624,C2_Workplace closing
Australia,-0.3780857058492972,565,0.3390806062439733,-1,624,H8_Protection of elderly people
Oman,-0.3780757527304929,149,0.2807410284161218,-14,624,C6_Stay at home requirements
Belgium,-0.3780520245632002,280,0.1646988023932891,-21,624,C3_Cancel public events
Australia,-0.37801293466707825,565,0.3700306836080535,-1,624,C2_Workplace closing
Czechia,-0.3778007251935736,256,0.7083213706026723,-3,624,C7_Restrictions on internal movement
Guyana,-0.3777523051283218,410,0.14502252492965972,-1,624,C6_Flag
Egypt,-0.3773501913354774,134,0.4558172269139286,-1,624,C2_Workplace closing
Cyprus,-0.37724549107138866,538,0.18855864341065542,-1,624,H8_Protection of elderly people
Jordan,-0.3771893305869776,266,0.39601155792424314,-11,624,C2_Workplace closing
Ukraine,-0.3771808632487426,433,0.08522714676728514,-534,624,C8_International travel controls
Japan,-0.3769906974211772,69,0.1677878319429771,-275,624,C2_Flag
Albania,-0.3768285204387687,313,0.3216316796591204,-37,624,H3_Contact tracing
Andorra,-0.3766748666364222,263,0.22287990279172998,-4,624,C5_Close public transport
Russia,-0.37652522277661166,352,0.47829531495720384,-1,624,H8_Protection of elderly people
Oman,-0.37636417413448486,134,0.17501974522078512,-1,624,C7_Restrictions on internal movement
Cuba,-0.3763551491530568,540,0.21200965709838118,-19,624,C6_Stay at home requirements
Albania,-0.3763419496510398,263,0.6220728023619821,-31,624,H6_Facial Coverings
Ukraine,-0.37593487640584966,435,0.27925290590288965,-3,624,C3_Cancel public events
Netherlands,-0.3758895526589682,294,0.35630327201636997,-1,624,C4_Flag
Zimbabwe,-0.37538358785711606,32,0.30254578282701194,-41,624,C1_School closing
Greece,-0.37520992631480937,550,0.059218289617047885,-1,624,C8_International travel controls
Honduras,-0.3751955937266536,26,0.33008578883519857,-425,624,H3_Contact tracing
Guatemala,-0.37512265790768995,460,0.39945115318572705,-1,624,H3_Contact tracing
Andorra,-0.3749217622635201,270,0.33651556654110365,-9,624,stringency_index
Georgia,-0.37487267348127806,48,0.1561000175462515,-335,624,C5_Flag
Rwanda,-0.37464723503881153,536,0.10267214689845018,-420,624,C1_School closing
Pakistan,-0.3745252762509388,4,0.4355247929544918,-87,624,C3_Flag
Mexico,-0.37452391258180523,551,0.4592594120387642,-1,624,H6_Facial Coverings
Azerbaijan,-0.374349898352952,313,0.19723367838799624,-1,624,C5_Close public transport
Israel,-0.374303279323858,362,0.16115832759280174,-425,624,C7_Restrictions on internal movement
Netherlands,-0.3742981551127677,434,0.33968688631934124,-1,624,H1_Public information campaigns
Togo,-0.3739494564820431,558,0.26998657183541636,-1,624,C4_Restrictions on gatherings
Nigeria,-0.3737814136240805,341,0.22027867713352992,-1,624,C7_Restrictions on internal movement
Colombia,-0.37374624139261414,481,0.24587561430298166,-486,624,C7_Restrictions on internal movement
Bhutan,-0.3734156921925791,115,0.15578681978760067,-363,624,C3_Flag
Croatia,-0.37338022115188413,34,0.1908176681269586,-61,624,C2_Workplace closing
Dominican Republic,-0.3730692933333115,343,0.35376489781693915,-1,624,stringency_index
Chile,-0.37282436978599454,5,0.25778386858696667,-427,624,C5_Flag
Norway,-0.37273858329526455,574,0.3079931952479799,-1,624,C7_Flag
Trinidad and Tobago,-0.3727321278980371,249,0.15654346767763772,-214,624,E2_Debt/contract relief
Angola,-0.3726176463476149,304,0.3210479551823145,-82,624,C2_Flag
Vietnam,-0.37232351932993313,548,0.27870821842861077,-1,624,C6_Stay at home requirements
Iran,-0.3720370691730724,164,0.2697226086147002,-132,624,C7_Flag
Slovakia,-0.37191694783052415,369,0.3459882982514065,-25,624,C1_School closing
Serbia,-0.37162264780749316,296,0.31145991833312453,-10,624,C3_Cancel public events
United Kingdom,-0.3716062252690602,87,0.323072053555562,-35,624,C7_Flag
Croatia,-0.37160369173666935,285,0.10947782893437188,-147,624,C3_Cancel public events
United Kingdom,-0.37127547812345213,358,0.19639089483814232,-67,624,C4_Flag
Hong Kong,-0.3708465777597751,133,0.3678647640087672,-133,624,C5_Close public transport
Austria,-0.37076627074929946,164,0.46319782522273867,-20,624,C5_Close public transport
Ukraine,-0.37073408490230997,419,0.38389836394672566,-1,624,C6_Stay at home requirements
Rwanda,-0.3705479200929878,388,0.15997215125303785,-5,624,C5_Close public transport
Lebanon,-0.3702649380829062,370,0.3712765168862813,-3,624,H8_Protection of elderly people
Norway,-0.3700326412828014,574,0.30766626092371324,-1,624,E1_Income support
United Kingdom,-0.3699401124851697,275,0.3752516073293324,-1,624,H2_Testing policy
Lebanon,-0.36976180704629474,161,0.5727992264720055,-4,624,C5_Close public transport
Gabon,-0.3697250163547199,398,0.17765056022904802,-1,624,H8_Protection of elderly people
Gabon,-0.3697250163547199,398,0.17765056022904802,-1,624,C6_Stay at home requirements
Japan,-0.36968313065741265,319,0.5692706174075385,-1,624,C2_Workplace closing
Albania,-0.36960781612291105,0,0.15385067245804343,-337,624,C5_Close public transport
Bosnia and Herzegovina,-0.3695989683511931,285,0.2624651199287882,-11,624,H8_Protection of elderly people
Togo,-0.36901191537168554,394,0.09712863653499065,-160,624,C6_Stay at home requirements
Greece,-0.36896804238694186,550,0.44549824948958805,-1,624,C4_Restrictions on gatherings
Bulgaria,-0.3689318039657314,243,0.49707311803317916,-1,624,H8_Flag
Paraguay,-0.36877581229364653,0,0.2677683536083737,-380,624,E2_Debt/contract relief
Greece,-0.3686956580701004,550,0.501431240808276,-1,624,H2_Testing policy
Netherlands,-0.3683238576481742,294,0.4881769586169022,-10,624,C2_Workplace closing
Barbados,-0.36818507917343035,364,0.14330081522729843,-1,624,E1_Income support
Georgia,-0.3679603513874329,551,0.33707488317521966,-1,624,E1_Income support
Hungary,-0.3679536251828937,0,0.2589180654131272,-335,624,H3_Contact tracing
Monaco,-0.3678301126683392,369,0.2717203631437655,-116,624,C3_Cancel public events
Malta,-0.3675481159784813,24,0.1316186574112642,-345,624,C5_Close public transport
Hungary,-0.36745335961384434,387,0.27588571629086844,-53,624,E1_Income support
Paraguay,-0.36744402126835396,344,0.14691773452932186,-58,624,C6_Flag
Oman,-0.3672021059831585,153,0.23262018734605305,-2,624,H8_Protection of elderly people
Uzbekistan,-0.366946833544342,540,0.4801816593199229,-1,624,E2_Debt/contract relief
Trinidad and Tobago,-0.36682969820603034,179,0.48891201271609996,-34,624,C6_Stay at home requirements
Mauritius,-0.36657062273397767,550,0.08253651882515217,-1,624,H3_Contact tracing
Vietnam,-0.36630589789988965,73,0.08186840315121591,-476,624,C3_Flag
France,-0.36628971856972686,432,0.23992506919379883,-1,624,H1_Flag
France,-0.36628971856972686,432,0.2399250691937988,-1,624,H1_Public information campaigns
Rwanda,-0.3659738436487101,526,0.13993033860405285,-6,624,C4_Restrictions on gatherings
Egypt,-0.3657499574594185,374,0.46438517731727946,-10,624,H2_Testing policy
Hong Kong,-0.36574305936463775,74,0.3916926847847366,-149,624,C7_Restrictions on internal movement
Namibia,-0.36522964308501643,484,0.278375784158446,-19,624,C2_Workplace closing
China,-0.3651519764054896,6,0.06265775881984093,-563,624,E1_Income support
Serbia,-0.3650521194791668,293,0.2646270685871661,-10,624,C2_Workplace closing
Azerbaijan,-0.3649954678701118,305,0.2610114476463424,-35,624,H8_Protection of elderly people
Jamaica,-0.3646923850851837,395,0.4857423031590361,-1,624,H3_Contact tracing
Timor,-0.36441670845266994,21,0.11930710399724388,-265,624,C1_Flag
